index,cluster,psnr_standard,psnr_optimized,bpp_standard,bpp_optimized,bpp_uncompressed,ssim_standard,ssim_optimized
1268,4,34.16670058,34.53697242,1.473045349,1.488891602,8,0.926672142,0.933101204
1269,4,34.27782916,34.6326016,1.425151825,1.442817688,8,0.924549911,0.930237708
1270,0,35.20090585,36.66278452,1.259902954,1.58455658,8,0.938446093,0.959124526
1271,1,37.41052532,37.49216677,0.945240021,0.9337883,8,0.953952722,0.954375095
1272,1,37.28548346,37.36519068,1.0664711,1.054347992,8,0.962676008,0.962957994
1273,0,37.78673546,39.11205814,0.925312042,1.150005341,8,0.968089017,0.976970395
1274,1,31.21595051,31.25387489,2.122123718,2.171600342,8,0.910800994,0.913345465
1275,4,38.07850785,38.56579024,0.917507172,0.921310425,8,0.968449023,0.971302046
1276,4,33.18878553,33.57677638,1.613521576,1.661243439,8,0.920859091,0.930192752
1277,4,35.20353686,35.72953072,1.295402527,1.289203644,8,0.940789781,0.947553428
1278,1,33.49492996,33.6140471,1.517719269,1.52519989,8,0.930213464,0.932791364
1279,1,33.49492996,33.6140471,1.517719269,1.52519989,8,0.930213464,0.932791364
1280,4,35.24035801,35.67180367,1.123790741,1.14736557,8,0.936687749,0.941857742
1281,4,32.34747141,32.5844988,1.543693542,1.556838989,8,0.84922137,0.856155711
1282,4,33.51669965,33.96723579,1.597675323,1.655323029,8,0.941747239,0.947845313
1283,4,32.83713604,33.19698881,1.647842407,1.715370178,8,0.914045211,0.922709552
1284,4,33.43970918,33.77111719,1.392738342,1.443107605,8,0.915325707,0.921606788
1285,4,35.36408373,35.80739132,1.262546539,1.274986267,8,0.939911213,0.943956087
1286,0,34.64592571,35.56113598,1.205657959,1.531467438,8,0.927990298,0.945784427
1287,5,35.52935866,36.01387935,1.010261536,1.250759125,8,0.93193931,0.942541927
1288,1,35.74563952,35.90883015,1.185832977,1.186820984,8,0.945610599,0.947289603
1289,4,36.04785635,36.51877489,1.218490601,1.229988098,8,0.959467605,0.962867397
1290,1,35.8444786,35.93329749,1.34551239,1.338600159,8,0.960836589,0.961317593
1291,0,35.90479061,36.91890598,1.070400238,1.338264465,8,0.959903238,0.969604936
1292,4,37.27138818,37.64557496,1.019309998,1.015907288,8,0.951970316,0.955326108
1293,4,35.17523075,35.57113425,1.265369415,1.290267944,8,0.945812294,0.951221523
1294,4,36.49304716,36.92875931,1.042976379,1.070297241,8,0.955417264,0.959634606
1295,4,34.81569643,35.28788812,1.382873535,1.408687592,8,0.945471103,0.950591904
1296,4,32.54632355,32.92838459,1.750541687,1.822673798,8,0.9346503,0.942096949
1297,4,34.94921394,35.42440932,1.345726013,1.373126984,8,0.947395913,0.952280669
1298,4,34.90894517,35.42711799,1.264457703,1.291431427,8,0.944684016,0.951169145
1299,4,36.14451292,36.61725065,1.172779083,1.184902191,8,0.959026397,0.962741695
1300,1,39.72949484,39.75266285,0.995834351,0.9780159,8,0.976203104,0.975960128
1301,1,38.06980024,38.15937443,0.953987122,0.943058014,8,0.968806691,0.969103954
1302,1,37.25007029,37.34173524,1.032371521,1.023593903,8,0.964975045,0.96533188
1303,1,37.25649856,37.32657812,1.043201447,1.031532288,8,0.959573645,0.959865563
1304,1,36.51469977,36.60054105,1.12663269,1.118320465,8,0.953582618,0.955316457
1305,4,35.48965638,35.99347782,1.250995636,1.273788452,8,0.952615019,0.957780172
1306,6,33.58472852,34.04664627,1.114002228,1.462451935,8,0.829138566,0.85407863
1307,4,35.14234494,35.59001399,1.345863342,1.376239777,8,0.95558428,0.960280066
1308,0,34.49565169,35.99510667,1.371936798,1.674827576,8,0.951003094,0.968235909
1309,0,35.50906853,36.53436232,1.085571289,1.387710571,8,0.948534145,0.962895517
1310,6,36.57338239,37.43616445,1.064552307,1.26726532,8,0.962111753,0.970128483
1311,1,37.77441242,37.89727914,1.124881744,1.097797394,8,0.962153467,0.962598753
1312,4,35.85816258,36.38384517,1.276374817,1.299091339,8,0.965192625,0.969134238
1313,0,37.93691918,38.99658394,0.993186951,1.200611115,8,0.972749489,0.978456599
1314,1,35.37378991,35.46434528,1.292736053,1.290546417,8,0.955228893,0.956158199
1315,1,35.71954944,35.82741283,1.159343719,1.151046753,8,0.950292043,0.950820625
1316,1,36.61149498,36.69165629,1.224311829,1.212368011,8,0.957332129,0.957541587
1317,1,34.76912732,34.84525105,1.407035828,1.405063629,8,0.947245654,0.947912465
1318,1,36.21272434,36.32217929,1.314998627,1.306442261,8,0.963935626,0.964449205
1319,0,39.74777028,40.89773398,0.847263336,1.024646759,8,0.97531435,0.981034968
1320,4,34.14886487,34.93115525,1.516456604,1.517467499,8,0.943680073,0.953285318
1321,4,34.1825476,35.18279374,1.620063782,1.627285004,8,0.961524966,0.969481412
1322,4,33.92119861,34.81307943,1.673732758,1.674766541,8,0.960153785,0.968187299
1323,1,32.89318002,32.93861038,1.989814758,2.015449524,8,0.946551706,0.947504758
1324,4,31.87902775,32.43379762,2.289260864,2.427257538,8,0.947698449,0.957122528
1325,1,33.72850301,33.77455303,1.790344238,1.811473846,8,0.945237081,0.946107455
1326,1,37.77240596,37.81400899,1.084365845,1.08656311,8,0.959729408,0.960147775
1327,4,36.54047606,37.1497929,1.203792572,1.256622314,8,0.961380415,0.965752908
1328,4,36.71957314,37.38684954,1.186927795,1.24098587,8,0.96151477,0.966382791
1329,4,36.61935455,37.27861458,1.160133362,1.212696075,8,0.960318801,0.965175115
1330,0,34.67250443,35.94009188,1.495288849,1.832038879,8,0.95796354,0.970182753
1331,1,32.85416875,32.90773471,2.125282288,2.150352478,8,0.963286391,0.963880245
1332,1,36.6584859,36.74978562,1.18579483,1.200977325,8,0.964829628,0.965750184
1333,0,36.46838824,38.03150984,1.220993042,1.524791718,8,0.964082542,0.974871576
1334,4,35.15704809,36.01477895,1.412521362,1.492198944,8,0.954639849,0.961715858
1335,4,32.50681934,33.12972355,2.096748352,2.217582703,8,0.958553153,0.965602762
1336,4,37.29550032,39.85248513,1.252414703,1.255447388,8,0.964215332,0.978339386
1337,4,37.31897881,37.78634979,1.113685608,1.117393494,8,0.964963029,0.967994236
1338,4,33.52128326,34.17292763,1.649700165,1.702346802,8,0.950596133,0.95720537
1339,0,35.0403015,36.14494497,1.136749268,1.471130371,8,0.941465935,0.954952845
1340,6,33.97454826,34.53087383,1.455051422,1.717323303,8,0.958555579,0.96653078
1341,1,33.34998729,33.43834304,1.603157043,1.609363556,8,0.944220921,0.945166171
1342,1,32.73594321,32.78578035,1.709323883,1.730846405,8,0.913913069,0.915871345
1343,1,32.96831911,33.04419204,1.761791229,1.770343781,8,0.941757517,0.942881138
1344,1,34.14744184,34.29483831,1.544719696,1.548130035,8,0.949954519,0.951579855
1345,1,37.19173506,37.26704072,1.121181488,1.109798431,8,0.970169478,0.970590961
1346,4,36.41100779,36.92536276,1.100704193,1.118133545,8,0.95745415,0.962042116
1347,4,36.20000836,36.65231821,1.002231598,1.02148056,8,0.953805945,0.958352302
1348,0,36.40136506,37.80443669,1.180107117,1.466098785,8,0.959840578,0.971377275
1349,4,36.08295308,36.75545364,1.180873871,1.177879333,8,0.954104159,0.960647938
1350,1,39.77994459,39.93599033,0.805648804,0.781093597,8,0.970381377,0.970767069
1351,4,39.54074556,40.19726926,1.022132874,1.013332367,8,0.980877019,0.982998281
1352,4,35.34768103,35.82394596,1.255893707,1.270324707,8,0.941147974,0.945780457
1353,1,37.17988702,37.27329836,1.173213959,1.15940094,8,0.963198767,0.963427295
1354,1,35.47088193,35.55517166,1.288570404,1.284122467,8,0.955268876,0.955794549
1355,4,36.33817085,36.75496121,1.302509308,1.314731598,8,0.976012124,0.978298832
1356,1,36.60693069,36.67095772,1.149608612,1.140712738,8,0.964793574,0.964825381
1357,4,35.38481348,35.90372898,1.284179688,1.311141968,8,0.961793557,0.966410458
1358,4,34.75251983,35.08294426,1.285663605,1.307498932,8,0.936750211,0.941355615
1359,1,36.38356042,36.51111221,1.171058655,1.140335083,8,0.955024971,0.955891376
1360,4,33.60705007,34.04316741,1.472759247,1.511493683,8,0.926959564,0.93335606
1361,1,36.75241425,36.86452386,1.163230896,1.155757904,8,0.958988849,0.959468956
1362,4,36.16442869,36.55173194,1.161617279,1.160255432,8,0.949428328,0.952694459
1363,4,37.99342888,38.34742641,1.020545959,1.014743805,8,0.970126957,0.971956255
1364,0,37.30951102,38.37763537,0.977920532,1.205226898,8,0.963704124,0.971882638
1365,4,35.97477578,36.38347732,1.280925751,1.298274994,8,0.963961301,0.967443446
1366,4,36.11911442,36.65666854,1.059658051,1.084625244,8,0.951759107,0.957174622
1367,1,35.71479391,35.80509427,1.172225952,1.173641205,8,0.95485077,0.955793409
1368,1,34.63327017,34.7148403,1.345108032,1.351707458,8,0.943371363,0.944721378
1369,1,35.67961753,35.86523463,1.123935699,1.121772766,8,0.942470531,0.944395515
1370,1,32.48224102,32.66419899,1.759536743,1.787757874,8,0.932312403,0.935724133
1371,1,35.38163841,35.46529937,1.271476746,1.260181427,8,0.951285796,0.95213144
1372,1,37.78636356,37.8588441,0.956954956,0.944213867,8,0.966912266,0.967020508
1373,4,34.28131211,34.69195319,1.347415924,1.376064301,8,0.937587838,0.943113798
1374,0,36.3159407,37.43576492,1.090503693,1.365623474,8,0.947456398,0.959466422
1375,4,35.37364678,35.87786779,1.227622986,1.250972748,8,0.946534359,0.951948209
1376,1,37.68626512,37.8010909,0.9724617,0.962745667,8,0.964991403,0.965651354
1377,4,37.39595186,37.82444838,1.084178925,1.084129333,8,0.970719371,0.973076566
1378,4,34.95603895,35.38736631,1.214637756,1.242362976,8,0.94269326,0.948354683
1379,4,35.06017991,35.27069644,1.161556244,1.174201965,8,0.944376207,0.948747357
1380,1,34.05286148,34.2377108,1.666606903,1.628746033,8,0.95171067,0.954287736
1381,0,35.20624635,36.20560391,1.124645233,1.420860291,8,0.960473993,0.971823638
1382,1,34.60661109,34.71467508,1.47467804,1.434703827,8,0.949093128,0.950254334
1383,4,35.70627759,36.14705445,1.172195435,1.187789917,8,0.953916474,0.958881005
1384,1,33.40266896,33.57530551,1.754356384,1.715057373,8,0.943774671,0.946042744
1385,1,32.52505827,32.59734669,1.753917694,1.774295807,8,0.911200326,0.91282647
1386,1,37.89376539,38.04451896,1.075950623,1.052707672,8,0.973216296,0.974025161
1387,0,37.33439761,38.82572691,1.011974335,1.250804901,8,0.956197116,0.969185417
1388,4,35.81584206,36.11339487,1.068172455,1.079250336,8,0.935336679,0.938949759
1389,1,37.45538513,37.53120163,0.967082977,0.964263916,8,0.962296002,0.962659758
1390,1,34.94638953,35.02833396,1.469638824,1.466716766,8,0.959150867,0.96015645
1391,1,36.66173546,36.75879229,1.165176392,1.15442276,8,0.962244288,0.963074598
1392,1,34.61940238,34.72151126,1.407535553,1.407085419,8,0.941698589,0.94374009
1393,4,36.49011893,36.8992125,1.202274323,1.201290131,8,0.956949734,0.960513905
1394,0,37.42530417,38.67591693,1.073757172,1.30790329,8,0.967528682,0.975653122
1395,1,34.66444779,34.78089925,1.442417145,1.446769714,8,0.948519441,0.950167702
1396,4,36.93890573,37.45627011,1.221073151,1.222351074,8,0.966490848,0.969575417
1397,4,34.76854751,35.12772293,1.539680481,1.561653137,8,0.953303638,0.957484616
1398,4,37.81137919,38.19405765,1.042179108,1.03679657,8,0.964356558,0.96656159
1399,1,36.45967716,36.56344086,1.202133179,1.194698334,8,0.957599606,0.958114494
1400,6,42.75461941,45.32834458,0.728687286,0.681659698,8,0.967061289,0.980049774
1401,6,45.79733907,47.62720834,0.516601563,0.48493576,8,0.980751934,0.986979294
1402,5,42.23089519,45.25910482,0.824058533,0.810340881,8,0.966562726,0.982047104
1403,5,42.23089519,45.25910482,0.824058533,0.810340881,8,0.966562726,0.982047104
1404,6,43.69923415,46.17504868,0.654384613,0.620506287,8,0.974968269,0.984390812
1405,6,43.49364487,46.16944487,0.660820007,0.630310059,8,0.974903108,0.984765783
1406,6,40.67002172,43.85935101,1.031967163,1.007766724,8,0.966780634,0.981704457
1407,5,38.89947407,43.36382876,1.249732971,1.308738708,8,0.961229767,0.984276942
1408,6,42.61886222,45.5234687,0.73948288,0.711811066,8,0.972404853,0.983803513
1409,6,44.93475781,47.16357264,0.565914154,0.536884308,8,0.979535003,0.986875581
1410,6,43.11393093,45.97160143,0.688842773,0.664215088,8,0.975440585,0.985500868
1411,5,41.24975943,44.86755659,0.943347931,0.951553345,8,0.96677887,0.983710783
1412,6,43.38366882,45.76760578,0.702823639,0.662117004,8,0.974378393,0.983713123
1413,5,39.20675598,43.48897711,1.222618103,1.277584076,8,0.963108454,0.984691175
1414,5,35.62808668,35.99212193,0.972652435,1.133079529,8,0.9568722,0.96243426
1415,5,40.55967013,41.08154127,0.477539063,0.550506592,8,0.970417722,0.974362031
1416,7,34.62928324,34.64271069,1.149055481,1.226345062,8,0.945650445,0.946606686
1417,5,34.93623905,35.21771959,1.093612671,1.275318146,8,0.953706164,0.959293537
1418,4,31.69889409,31.96126426,2.033493042,2.173252106,8,0.925244739,0.932655598
1419,4,32.93542632,33.53090732,1.845798492,1.977142334,8,0.945069263,0.953568188
1420,4,33.0912054,33.59480216,1.808727264,1.92514801,8,0.942154485,0.95029292
1421,6,36.993073,37.98453441,1.006370544,1.277168274,8,0.922482443,0.939053864
1422,5,33.97229402,34.26968454,1.289653778,1.517936707,8,0.95056569,0.957226775
1423,5,34.18887764,34.51099051,1.236358643,1.443164825,8,0.954887089,0.961199296
1424,5,34.87315171,35.26443864,1.096740723,1.332794189,8,0.933634185,0.943306663
1425,1,31.32593025,31.96450118,2.364151001,2.231441498,8,0.910007425,0.918089075
1426,1,40.68308899,41.347815,1.032131195,0.977268219,8,0.970891903,0.973989282
1427,1,31.68578153,32.30603141,2.231452942,2.100292206,8,0.926522943,0.934732393
1428,5,41.55742435,45.12133208,0.947738647,0.958339691,8,0.973686614,0.986998436
1429,1,35.16299903,36.08706459,1.808036804,1.757572174,8,0.953756896,0.960844475
1430,5,45.70585103,48.16059365,0.542896271,0.551532745,8,0.985787896,0.991697628
1431,7,41.89968283,43.63264491,0.915935516,0.87077713,8,0.971743942,0.97992503
1432,1,38.93485446,39.72262009,1.370330811,1.335205078,8,0.972437101,0.976441383
1433,1,32.9285391,33.63374473,1.896350861,1.796848297,8,0.924913387,0.932920668
1434,4,44.61329536,45.32003661,0.655044556,0.625785828,8,0.984262518,0.986356984
1435,5,43.21551105,46.33350804,0.755817413,0.759902954,8,0.981538646,0.990048252
1436,7,37.6649258,39.13808201,1.035800934,0.978103638,8,0.936062542,0.952745681
1437,5,35.86608724,38.6012462,1.135658264,1.225967407,8,0.952547862,0.977775197
1438,5,36.73693305,40.30837341,1.250312805,1.31690979,8,0.936610606,0.972526683
1439,1,33.14821878,33.88304268,1.887657166,1.79201889,8,0.920614953,0.929719858
1440,7,37.4215569,39.41999228,1.172988892,1.124443054,8,0.939314564,0.959281889
1441,5,37.89360382,41.57873713,0.939743042,0.995563507,8,0.945010064,0.976727443
1442,1,35.6972349,36.4934619,1.325439453,1.258853912,8,0.933054241,0.940848462
1443,1,34.00817022,34.82893909,1.740943909,1.661273956,8,0.933169808,0.941052864
1444,5,35.23248594,38.14057256,1.355701447,1.455375671,8,0.936834866,0.970064944
1445,5,38.13986694,42.38876389,1.188171387,1.252967834,8,0.94833803,0.980032518
1446,5,35.94791303,39.35591207,1.256080627,1.366222382,8,0.962335052,0.985074577
1447,5,37.01092874,40.79433184,1.18012619,1.269798279,8,0.963372759,0.985092842
1448,5,41.52813415,46.32521394,0.675579071,0.723697662,8,0.988328098,0.995811274
1449,1,32.81318727,33.5319225,1.958110809,1.859107971,8,0.917789592,0.92660735
1450,5,35.29472388,38.06748116,1.286384583,1.393310547,8,0.956546812,0.97980891
1451,5,39.8194923,44.34635437,0.867023468,0.915855408,8,0.958357245,0.983865959
1452,5,34.12949828,37.43921082,1.699108124,1.845336914,8,0.923557217,0.967588737
1453,5,38.05167582,42.06334904,1.064685822,1.118217468,8,0.946617214,0.977674756
1454,1,32.34408831,32.99941202,2.109035492,1.995212555,8,0.924473241,0.934025515
1455,1,33.61085875,34.26938083,1.739685059,1.640048981,8,0.926791702,0.935617496
1456,5,39.54343047,43.81098412,1.095211029,1.136425018,8,0.957972548,0.982478863
1457,5,34.49391677,37.9958019,1.612491608,1.751003265,8,0.918620663,0.966267401
1458,5,41.90499709,45.25557422,0.900482178,0.905662537,8,0.974391473,0.985852845
1459,5,41.4848116,44.94084953,0.94367218,0.943664551,8,0.972164412,0.984870062
1460,5,34.15306253,37.45556381,1.69600296,1.836624146,8,0.930843652,0.969363212
1461,1,38.91682347,39.82218161,1.111614227,1.086219788,8,0.970734735,0.974970408
1462,5,36.89679153,41.40752318,1.324989319,1.437473297,8,0.970934466,0.989582385
1463,5,32.93424198,35.30596154,1.838481903,1.996990204,8,0.921338096,0.959970753
1464,1,39.65018676,40.61732574,1.186355591,1.138427734,8,0.965168412,0.970776315
1465,1,38.27954918,39.26588087,1.282569885,1.242454529,8,0.963433764,0.969118626
1466,1,33.87219908,34.78551712,1.792415619,1.719207764,8,0.938853075,0.94840491
1467,5,43.78764104,46.92147726,0.713882446,0.722660065,8,0.985041165,0.991929421
1468,5,40.26761542,44.44135721,1.077068329,1.109298706,8,0.967288439,0.985225565
1469,1,35.01163446,36.07106556,1.751285553,1.705688477,8,0.955443141,0.963446848
1470,5,34.45615538,38.56586349,1.757160187,1.910305023,8,0.92447186,0.97057642
1471,5,36.00396456,40.43967602,1.513210297,1.650260925,8,0.949697941,0.982193323
1472,1,37.76783804,38.82152757,1.397026062,1.355319977,8,0.961775426,0.968178551
1473,5,37.57281617,42.11021612,1.14887619,1.231788635,8,0.936917654,0.976090224
1474,5,42.43844118,45.05225644,0.908000946,0.888198853,8,0.974558811,0.985039407
1475,3,35.8021859,40.47559178,1.249404907,1.34645462,8,0.9536059,0.984383612
1476,5,40.10142666,44.17764528,0.84173584,0.87947464,8,0.966633161,0.985191757
1477,5,35.23548488,39.34133124,1.553607941,1.701400757,8,0.941657846,0.977697088
1478,5,41.42567295,46.25792889,0.815876007,0.866210938,8,0.979734041,0.992150833
1479,5,33.30621947,35.74612262,1.845588684,1.993663788,8,0.92947039,0.965840615
1480,5,38.15071303,42.36759173,1.086650848,1.163288116,8,0.969354304,0.98790281
1481,5,40.62854763,44.5977715,0.959564209,0.980812073,8,0.964170646,0.982659145
1482,1,36.7837643,37.87445062,1.464519501,1.410243988,8,0.96406623,0.970379605
1483,5,41.46196617,45.69834091,0.904212952,0.938591003,8,0.976885254,0.989971422
1484,5,36.97146018,41.62582259,1.428375244,1.547607422,8,0.957016564,0.984592272
1485,5,36.50418404,40.25701437,1.298938751,1.407802582,8,0.942188154,0.978107689
1486,5,42.57941594,45.90045047,0.862911224,0.878250122,8,0.98367898,0.991702934
1487,5,38.507402,42.71292232,1.095787048,1.15555954,8,0.956674816,0.982051268
1488,5,42.24424042,45.59192671,0.877971649,0.890285492,8,0.978401988,0.988661806
1489,5,39.26765841,43.60073032,1.098194122,1.150798798,8,0.969821754,0.986068209
1490,5,35.4851234,38.84288901,1.415611267,1.524204254,8,0.926808162,0.969075342
1491,5,35.09066975,38.76569334,1.542079926,1.670009613,8,0.930298626,0.972086348
1492,5,40.77634477,45.43629628,0.996948242,1.054367065,8,0.977991029,0.991306175
1493,5,35.03383492,39.04808188,1.714668274,1.855335236,8,0.94054279,0.97763514
1494,5,42.67029753,46.1842563,0.835468292,0.853580475,8,0.983345321,0.991809575
1495,5,35.17103431,38.9758293,1.509304047,1.649440765,8,0.929577905,0.972505874
1496,5,34.59671408,37.84148277,1.522060394,1.65643692,8,0.923451562,0.966734395
1497,5,34.55980859,37.82443758,1.561691284,1.702606201,8,0.922554851,0.967939924
1498,5,40.76429439,44.72664509,1.074417114,1.111026764,8,0.973135119,0.987557972
1499,5,35.20872506,38.54790487,1.432632446,1.54416275,8,0.919551322,0.966197568
1500,5,41.16262434,44.800025,1.023284912,1.035511017,8,0.972075137,0.986205857
1501,5,35.95316173,40.17583011,1.514076233,1.635753632,8,0.947854643,0.980569144
1502,5,39.08262356,43.66845857,1.19581604,1.256919861,8,0.957673518,0.983530815
1503,5,35.77898014,39.92984392,1.537220001,1.659111023,8,0.939379866,0.977013662
1504,5,37.03747528,41.13368457,1.261146545,1.34552002,8,0.947576741,0.979362356
1505,7,39.3733222,41.60333446,1.132423401,1.09337616,8,0.961222138,0.973907403
1506,5,36.51906979,40.07139018,1.211479187,1.291519165,8,0.950569099,0.979411115
1507,5,40.41803318,44.423125,1.053787231,1.072944641,8,0.968010731,0.98468025
1508,5,34.54099289,37.24437549,1.566280365,1.684680939,8,0.923260215,0.965388191
1509,5,39.51664437,43.91688694,1.189029694,1.24105072,8,0.967166538,0.986397394
1510,5,35.59704867,39.21738127,1.450984955,1.566913605,8,0.935762899,0.972736083
1511,5,36.73782012,41.14223358,1.413791656,1.519947052,8,0.95142503,0.981802919
1512,5,41.87454223,45.47811645,0.94651413,0.964290619,8,0.980657915,0.990183991
1513,1,33.91805301,34.85495238,1.910282135,1.850845337,8,0.947012008,0.956263765
1514,5,34.31155196,37.62119469,1.657161713,1.798404694,8,0.922094079,0.965568692
1515,5,43.61374438,46.46949898,0.706687927,0.713115692,8,0.979546162,0.988367821
1516,5,38.19224758,42.40936527,1.141113281,1.194286346,8,0.945937825,0.978072993
1517,5,42.2321005,45.5550856,0.820766449,0.8215065,8,0.972359181,0.985420734
1518,5,33.40260426,36.67249213,1.857051849,2.034259796,8,0.921633634,0.965252119
1519,5,37.10305247,41.81457922,1.287899017,1.402202606,8,0.952723809,0.983239273
1520,5,37.60330039,42.25962395,1.311206818,1.418403625,8,0.95567468,0.984454817
1521,5,37.34929424,41.78244085,1.300197601,1.390556335,8,0.947362214,0.980394504
1522,5,35.50096484,39.86024959,1.509677887,1.64616394,8,0.930002128,0.974010047
1523,5,36.77881034,40.7655189,1.290245056,1.376113892,8,0.945676135,0.978382255
1524,1,37.75452309,38.787421,1.423618317,1.386329651,8,0.965307473,0.97119119
1525,5,33.42592693,36.3627168,1.813354492,1.976608276,8,0.920972529,0.964363713
1526,5,38.60370794,42.97803603,1.045681,1.109088898,8,0.946677634,0.979444979
1527,5,38.52585399,43.0703658,1.166633606,1.235958099,8,0.961205975,0.985630831
1528,1,35.12474108,36.11557866,1.588859558,1.527759552,8,0.944249412,0.953248898
1529,1,35.80025873,36.84783583,1.409053802,1.34047699,8,0.931036666,0.94217782
1530,5,38.07636899,42.77090751,1.270412445,1.344539642,8,0.944355234,0.979355214
1531,5,37.00358312,41.87197735,1.40202713,1.503112793,8,0.940755828,0.979455674
1532,5,39.77946992,44.15962855,1.166919708,1.215824127,8,0.966259048,0.985214194
1533,1,32.41152535,33.18073233,2.081867218,1.982494354,8,0.915394323,0.925705461
1534,5,39.53162331,44.06778161,1.157897949,1.210067749,8,0.963023355,0.98460327
1535,5,33.44189904,36.09485663,1.766254425,1.913383484,8,0.910226561,0.956810092
1536,5,35.42972961,39.18008022,1.411865234,1.525959015,8,0.924568344,0.968595545
1537,5,35.18872623,39.01083139,1.458526611,1.592323303,8,0.934729247,0.974192476
1538,5,39.00857388,43.92326425,1.209098816,1.298053741,8,0.970231137,0.989201569
1539,1,37.11025538,38.68339885,1.48223114,1.447723389,8,0.963861308,0.972935664
1540,5,36.97127624,41.47578355,1.339496613,1.451225281,8,0.956152063,0.983721885
1541,5,35.56347538,39.63366749,1.443325043,1.577793121,8,0.93998468,0.97723952
1542,1,36.62246607,37.66802381,1.617431641,1.575839996,8,0.962875581,0.969320984
1543,1,36.87746474,37.84205008,1.340965271,1.272918701,8,0.934370053,0.943844227
1544,1,35.92857955,36.93353403,1.515190125,1.459358215,8,0.946233188,0.95458974
1545,1,42.30151813,42.93588663,0.85716629,0.801967621,8,0.975195199,0.977848623
1546,5,37.61613105,41.87291842,1.268886566,1.34368515,8,0.951152358,0.980214717
1547,5,38.56973651,43.39056561,1.213466644,1.307113647,8,0.969954473,0.989162763
1548,5,33.87633907,36.82563535,1.747894287,1.897331238,8,0.941139298,0.972786915
1549,5,33.94813141,37.49795987,1.736293793,1.897891998,8,0.919103095,0.966320684
1550,5,38.99158998,43.64337866,1.251434326,1.327957153,8,0.965161905,0.986555667
1551,5,36.46097628,41.02216256,1.491325378,1.596076965,8,0.945406908,0.980409779
1552,5,39.54933118,44.19008364,1.198440552,1.266967773,8,0.974053921,0.990059555
1553,1,34.81061133,35.71194917,1.813251495,1.75818634,8,0.959283865,0.96539119
1554,5,39.58808057,44.06416238,1.066684723,1.120014191,8,0.959880392,0.983507129
1555,5,34.28297778,37.72796369,1.643947601,1.798820496,8,0.931030569,0.970834708
1556,5,33.54324571,36.61619849,1.781692505,1.946769714,8,0.921854397,0.964609067
1557,5,38.07799063,43.02232525,1.350124359,1.449050903,8,0.958089813,0.985320743
1558,5,36.10254636,40.42352929,1.483772278,1.617881775,8,0.953946725,0.983657636
1559,5,33.63708769,36.68800398,1.754249573,1.907783508,8,0.911017431,0.959126437
1560,5,32.70642823,35.27261337,1.966575623,2.140613556,8,0.916263934,0.958558474
1561,5,38.74236272,43.43017376,1.23941803,1.314228058,8,0.966450555,0.987010722
1562,5,36.98090979,41.32610243,1.360549927,1.452091217,8,0.942606655,0.978638262
1563,5,38.00393584,42.24521018,1.01883316,1.086269379,8,0.947662428,0.979525973
1564,5,36.14783095,39.71726706,1.21944809,1.313919067,8,0.934072194,0.972011058
1565,5,42.77708929,45.74575909,0.839805603,0.841228485,8,0.980091584,0.988790348
1566,5,37.35147576,41.48719355,1.074420929,1.137397766,8,0.944786061,0.977788289
1567,5,35.74948003,39.95726879,1.326961517,1.427703857,8,0.940533219,0.97736164
1568,5,39.93309667,44.09032501,1.162376404,1.200485229,8,0.969655419,0.986501168
1569,5,39.31438641,43.88611252,1.287628174,1.355987549,8,0.972527715,0.988569679
1570,5,42.2467742,45.89407113,0.880199432,0.90139389,8,0.982308831,0.9911295
1571,5,41.21846735,45.06046748,1.027179718,1.053409576,8,0.977869849,0.989543859
1572,1,33.02007143,33.6551042,1.866081238,1.766334534,8,0.932965734,0.940409067
1573,5,37.041408,41.96089688,1.529327393,1.658203125,8,0.959305361,0.986128984
1574,5,36.3470907,41.24864864,1.666484833,1.815628052,8,0.962396744,0.987480782
1575,5,42.65482306,45.3023797,0.873672485,0.856750488,8,0.97704289,0.986548635
1576,5,39.88765917,44.03167273,1.122940063,1.161277771,8,0.965785302,0.984982974
1577,5,42.28482144,45.35862882,0.913249969,0.915634155,8,0.980621826,0.989213326
1578,5,39.05918094,43.69817135,1.293521881,1.368972778,8,0.967745068,0.987093742
1579,5,39.33329316,44.09416886,1.265827179,1.348251343,8,0.973320894,0.989886327
1580,5,40.00530101,44.32750819,1.226490021,1.279006958,8,0.97577008,0.989752479
1581,5,40.00530101,44.32750819,1.226490021,1.279006958,8,0.97577008,0.989752479
1582,5,41.29698358,45.09017617,1.014625549,1.042751312,8,0.978082112,0.98940233
1583,5,36.7351078,41.3480096,1.533550262,1.661231995,8,0.955319846,0.984318748
1584,1,37.45033118,38.35862082,1.517059326,1.476547241,8,0.970080601,0.974642356
1585,5,43.83808951,46.93770977,0.690273285,0.70703125,8,0.979948826,0.990101923
1586,5,41.78489958,45.09568277,0.92685318,0.928134918,8,0.972636734,0.984929104
1587,5,42.04685186,45.61207426,0.856109619,0.880065918,8,0.975165074,0.987818565
1588,5,43.28301266,45.92708917,0.79183197,0.785385132,8,0.979095764,0.987948287
1589,5,44.23021792,46.82040798,0.677379608,0.680831909,8,0.982040142,0.989876283
1590,5,41.85561583,45.49056463,0.944255829,0.965137482,8,0.981237459,0.990671578
1591,5,38.57599485,42.738038,0.974693298,1.03559494,8,0.961052818,0.984174019
